cid,city,prov,DeltaPolicy_std,DeltaA_std,DeltaT_std,DeltaN_std,DeltaO_std,Note
530700,丽江市,云南省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
530800,普洱市,云南省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
530900,临沧市,云南省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
540100,拉萨市,西藏自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
540200,日喀则市,西藏自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
540300,昌都市,西藏自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
540400,林芝市,西藏自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
540500,山南市,西藏自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
540600,那曲市,西藏自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610100,西安市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610200,铜川市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610300,宝鸡市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610400,咸阳市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610500,渭南市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610600,延安市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610700,汉中市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610800,榆林市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
610900,安康市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
611000,商洛市,陕西省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620100,兰州市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620200,嘉峪关市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620300,金昌市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620400,白银市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620500,天水市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620600,武威市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620700,张掖市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620800,平凉市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
620900,酒泉市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
621000,庆阳市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
621100,定西市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
621200,陇南市,甘肃省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
630100,西宁市,青海省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
630200,海东市,青海省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
632500,海南藏族自治州,青海省,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
640100,银川市,宁夏回族自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
640200,石嘴山市,宁夏回族自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
640300,吴忠市,宁夏回族自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
640400,固原市,宁夏回族自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
640500,中卫市,宁夏回族自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
650100,乌鲁木齐市,新疆维吾尔自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
650200,克拉玛依市,新疆维吾尔自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
650400,吐鲁番市,新疆维吾尔自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
650500,哈密市,新疆维吾尔自治区,,,,,,"fill standardized post‑2019 change (e.g., 2020–2022 vs 2016–2018)"
